"Fecha","Peso_kg","Talla_Pantalon","Notas"
"2026-08-03",72,42,"Registro inicial en la app. Peso más alto registrado hasta ahora. Objetivo: bajar de peso y tonificar, meta talla 38-40. Estatura de referencia: 1.64m."
